PID,College,Level,hw01,hw01 - Max Points,hw01 - Lateness (H:M:S),hw02,hw02 - Max Points,hw02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),hw03,hw03 - Max Points,hw03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),extra-credit,extra-credit - Max Points,extra-credit - Lateness (H:M:S),hw04,hw04 - Max Points,hw04 - Lateness (H:M:S),hw05,hw05 - Max Points,hw05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),hw06,hw06 - Max Points,hw06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),hw07,hw07 - Max Points,hw07 - Lateness (H:M:S),project02_final,project02_final - Max Points,project02_final - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),hw08,hw08 - Max Points,hw08 - Lateness (H:M:S),hw09,hw09 - Max Points,hw09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03_final,project03_final - Max Points,project03_final - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S)
A14366857,TH,SR,89.0,100.0,00:00:00,84.0,100.0,00:00:00,76.0,85.0,00:00:00,97.0,100.0,00:00:00,13.0,15.0,00:00:00,,40,00:00:00,77.0,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,30.0,47.0,00:00:00,59.0,85.0,00:00:00,,10.0,00:00:00,79.0,100.0,00:00:00,68.0,75.0,00:00:00,,25.0,00:00:00,26.0,100.0,00:00:00,40.0,50.0,00:00:00,,10.0,00:00:00,91.0,100.0,00:00:00,56.0,87.0,00:00:00,00:00:00
A14000225,SI,SR,,100.0,00:00:00,,100.0,00:00:00,,85.0,00:00:00,,100.0,00:00:00,,15.0,00:00:00,,40,00:00:00,,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,,47.0,00:00:00,,85.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,75.0,00:00:00,,25.0,00:00:00,,100.0,00:00:00,,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,87.0,00:00:00,00:00:00
A14327063,FI,SR,75.0,100.0,00:00:00,38.0,100.0,00:00:00,64.0,85.0,00:00:00,86.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,,100.0,00:00:00,38.0,70.0,00:00:00,,10.0,00:00:00,44.0,47.0,00:00:00,79.0,85.0,00:00:00,,10.0,00:00:00,74.0,100.0,00:00:00,65.0,75.0,00:00:00,23.0,25.0,00:00:00,68.0,100.0,453:54:49,35.0,50.0,00:00:00,,10.0,00:00:00,86.0,100.0,00:00:00,66.0,87.0,00:00:00,644:57:10
A14948245,FI,SO,100.0,100.0,00:00:00,82.0,100.0,00:00:00,60.0,85.0,00:00:00,84.0,100.0,00:00:00,1.0,15.0,00:00:00,9.0,40,00:00:00,93.0,100.0,02:17:57,65.0,70.0,00:00:00,3.0,10.0,00:00:00,41.0,47.0,00:00:00,72.0,85.0,00:00:00,3.0,10.0,00:00:00,67.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,54.0,100.0,00:00:00,50.0,50.0,00:00:00,1.0,10.0,00:00:00,86.0,100.0,00:00:00,69.0,87.0,00:00:00,02:17:57
A14786662,SI,JR,78.0,100.0,00:00:00,79.0,100.0,00:00:00,60.0,85.0,00:00:00,69.0,100.0,00:00:00,12.0,15.0,00:00:00,9.0,40,00:00:00,90.0,100.0,37:27:20,,70.0,00:00:00,10.0,10.0,00:00:00,35.0,47.0,00:00:00,66.0,85.0,00:00:00,10.0,10.0,00:00:00,90.0,100.0,00:00:00,75.0,75.0,00:00:00,19.0,25.0,00:00:00,84.0,100.0,00:00:00,43.0,50.0,00:00:00,,10.0,00:00:00,80.0,100.0,00:00:00,62.0,87.0,00:00:00,37:27:20
A14781873,FI,SR,99.0,100.0,00:00:00,70.0,100.0,00:00:00,82.0,85.0,00:00:00,84.0,100.0,00:00:00,15.0,15.0,00:00:00,0.0,40,00:00:00,87.0,100.0,47:53:45,45.0,70.0,00:00:00,10.0,10.0,00:00:00,35.0,47.0,00:00:00,70.0,85.0,00:00:00,3.0,10.0,00:00:00,85.0,100.0,00:00:00,53.0,75.0,00:00:00,25.0,25.0,00:00:00,80.0,100.0,00:00:00,39.0,50.0,00:00:00,0.0,10.0,00:00:00,86.0,100.0,00:00:00,66.0,87.0,00:00:00,246:35:39
A14046754,SI,JR,96.0,100.0,00:00:00,96.0,100.0,00:00:00,84.0,85.0,00:00:00,100.0,100.0,252:33:32,11.0,15.0,00:00:00,19.0,40,00:00:00,94.0,100.0,00:00:00,70.0,70.0,00:00:00,7.0,10.0,00:00:00,31.0,47.0,00:00:00,73.0,85.0,584:31:58,7.0,10.0,00:00:00,78.0,100.0,00:00:00,75.0,75.0,00:00:00,23.0,25.0,00:00:00,90.0,100.0,244:42:17,50.0,50.0,00:00:00,0.0,10.0,00:00:00,93.0,100.0,00:00:00,87.0,87.0,00:00:00,1269:26:53
A14449980,WA,SR,89.0,100.0,53:24:36,75.0,100.0,00:00:00,69.0,85.0,00:00:00,97.0,100.0,00:00:00,15.0,15.0,00:00:00,0.0,40,00:00:00,67.0,100.0,00:00:00,54.0,70.0,00:00:00,10.0,10.0,00:00:00,33.0,47.0,00:00:00,69.0,85.0,00:00:00,,10.0,00:00:00,82.0,100.0,00:00:00,61.0,75.0,00:00:00,25.0,25.0,00:00:00,71.0,100.0,00:00:00,36.0,50.0,00:00:00,5.0,10.0,00:00:00,83.0,100.0,00:00:00,61.0,87.0,00:00:00,71:10:08
A14395064,RE,SR,93.0,100.0,00:00:00,100.0,100.0,00:00:00,38.0,85.0,00:00:00,82.0,100.0,00:00:00,6.0,15.0,00:00:00,11.0,40,00:00:00,94.0,100.0,38:02:08,70.0,70.0,00:00:00,10.0,10.0,00:00:00,33.0,47.0,00:00:00,77.0,85.0,415:27:54,7.0,10.0,00:00:00,88.0,100.0,00:00:00,74.0,75.0,00:00:00,22.0,25.0,00:00:00,,100.0,00:00:00,47.0,50.0,00:00:00,0.0,10.0,00:00:00,87.0,100.0,00:00:00,42.0,87.0,00:00:00,692:20:31
A14200310,MU,JR,79.0,100.0,00:00:00,93.0,100.0,00:00:00,69.0,85.0,00:00:00,67.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,88.0,100.0,37:01:46,53.0,70.0,00:00:00,2.0,10.0,00:00:00,36.0,47.0,00:00:00,63.0,85.0,743:34:05,10.0,10.0,00:00:00,83.0,100.0,00:00:08,75.0,75.0,00:00:00,21.0,25.0,00:00:00,76.0,100.0,00:00:00,50.0,50.0,00:00:00,2.0,10.0,00:00:00,93.0,100.0,00:00:00,62.0,87.0,00:00:00,780:35:59
A14000225,TH,SR,,100.0,00:00:00,,100.0,00:00:00,,85.0,00:00:00,,100.0,00:00:00,,15.0,00:00:00,,40,00:00:00,,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,,47.0,00:00:00,,85.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,75.0,00:00:00,,25.0,00:00:00,,100.0,00:00:00,,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,87.0,00:00:00,00:00:00
A14235623,TH,JR,75.0,100.0,00:00:00,36.0,100.0,00:00:00,39.0,85.0,00:00:00,51.0,100.0,00:00:00,5.0,15.0,00:00:00,,40,00:00:00,8.0,100.0,45:46:01,7.0,70.0,00:00:00,,10.0,00:00:00,22.0,47.0,00:00:00,25.0,85.0,00:00:00,,10.0,00:00:00,66.0,100.0,00:00:00,43.0,75.0,00:00:00,9.0,25.0,00:00:00,30.0,100.0,00:00:00,45.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,60.0,87.0,00:00:00,45:46:01
A14024001,WA,SR,99.0,100.0,00:00:00,94.0,100.0,00:00:00,85.0,85.0,00:00:00,87.0,100.0,00:00:00,14.0,15.0,00:00:00,,40,00:00:00,5.0,100.0,39:32:29,39.0,70.0,00:01:19,10.0,10.0,00:04:59,38.0,47.0,00:00:00,51.0,85.0,00:00:00,0.0,10.0,00:00:00,97.0,100.0,00:01:44,69.0,75.0,00:00:00,18.0,25.0,00:00:00,72.0,100.0,00:02:18,34.0,50.0,00:02:35,1.0,10.0,00:00:00,100.0,100.0,00:00:00,58.0,87.0,00:00:00,53:03:32
A14162943,MU,JR,67.0,100.0,00:00:00,26.0,100.0,00:00:00,47.0,85.0,00:00:00,70.0,100.0,00:00:00,7.0,15.0,00:00:00,,40,00:00:00,80.0,100.0,47:42:33,64.0,70.0,00:00:00,10.0,10.0,00:00:00,33.0,47.0,00:00:00,63.0,85.0,00:00:00,2.0,10.0,00:00:00,51.0,100.0,00:00:00,63.0,75.0,00:00:00,25.0,25.0,00:00:00,37.0,100.0,00:00:00,45.0,50.0,00:00:00,1.0,10.0,00:00:00,76.0,100.0,00:00:00,62.0,87.0,00:00:00,93:16:10
A14353945,FI,JR,97.0,100.0,00:00:00,91.0,100.0,00:00:00,76.0,85.0,00:00:00,81.0,100.0,00:00:00,10.0,15.0,00:00:00,19.0,40,00:00:00,96.0,100.0,47:53:28,69.0,70.0,00:00:00,4.0,10.0,00:00:00,44.0,47.0,00:00:00,85.0,85.0,442:00:09,8.0,10.0,00:00:00,93.0,100.0,00:00:00,73.0,75.0,00:00:00,25.0,25.0,00:00:00,42.0,100.0,00:00:00,50.0,50.0,00:00:00,5.0,10.0,00:00:00,94.0,100.0,00:00:00,69.0,87.0,00:00:00,489:53:37
A14865587,RE,JR,93.0,100.0,00:00:00,62.0,100.0,00:00:00,79.0,85.0,00:00:00,78.0,100.0,00:00:00,15.0,15.0,00:00:00,14.0,40,00:00:00,85.0,100.0,47:13:39,30.0,70.0,00:00:00,,10.0,00:00:00,36.0,47.0,00:00:00,49.0,85.0,00:00:00,,10.0,00:00:00,97.0,100.0,00:00:00,62.0,75.0,00:00:00,25.0,25.0,00:00:00,32.0,100.0,00:00:00,50.0,50.0,00:00:00,4.0,10.0,00:00:00,83.0,100.0,00:00:00,78.0,87.0,00:00:00,47:13:39
A14847309,WA,SR,88.0,100.0,00:00:00,84.0,100.0,00:00:00,74.0,85.0,00:00:00,98.0,100.0,00:00:00,15.0,15.0,00:00:00,5.0,40,00:00:00,90.0,100.0,40:18:06,67.0,70.0,00:00:00,10.0,10.0,00:00:00,33.0,47.0,00:00:00,84.0,85.0,556:32:58,10.0,10.0,00:00:00,89.0,100.0,00:00:00,72.0,75.0,00:00:00,22.0,25.0,00:00:00,90.0,100.0,212:23:22,43.0,50.0,00:00:00,2.0,10.0,00:00:00,100.0,100.0,00:00:00,74.0,87.0,00:00:00,1091:22:58
A14024001,SI,SR,100.0,100.0,00:00:00,75.0,100.0,00:00:00,76.0,85.0,00:00:00,100.0,100.0,00:00:00,7.0,15.0,00:00:00,,40,00:00:00,4.0,100.0,39:32:29,34.0,70.0,00:01:19,10.0,10.0,00:04:59,30.0,47.0,00:00:00,49.0,85.0,00:00:00,6.0,10.0,00:00:00,95.0,100.0,00:01:44,61.0,75.0,00:00:00,22.0,25.0,00:00:00,59.0,100.0,00:02:18,29.0,50.0,00:02:35,3.0,10.0,00:00:00,100.0,100.0,00:00:00,70.0,87.0,00:00:00,53:03:32
A14779202,SI,SR,88.0,100.0,00:00:00,33.0,100.0,00:00:00,73.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,97.0,100.0,00:00:00,70.0,70.0,00:00:00,5.0,10.0,00:00:00,38.0,47.0,00:00:00,68.0,85.0,431:28:41,10.0,10.0,00:00:00,99.0,100.0,00:00:00,69.0,75.0,00:00:00,25.0,25.0,00:00:00,95.0,100.0,00:00:00,35.0,50.0,00:00:00,0.0,10.0,00:00:00,86.0,100.0,00:00:00,72.0,87.0,00:00:00,431:28:41
A14449980,WA,SR,99.0,100.0,53:24:36,67.0,100.0,00:00:00,65.0,85.0,00:00:00,94.0,100.0,00:00:00,12.0,15.0,00:00:00,8.0,40,00:00:00,76.0,100.0,00:00:00,51.0,70.0,00:00:00,10.0,10.0,00:00:00,37.0,47.0,00:00:00,76.0,85.0,00:00:00,,10.0,00:00:00,74.0,100.0,00:00:00,56.0,75.0,00:00:00,25.0,25.0,00:00:00,71.0,100.0,00:00:00,35.0,50.0,00:00:00,3.0,10.0,00:00:00,84.0,100.0,00:00:00,54.0,87.0,00:00:00,71:10:08
A14521581,TH,JR,96.0,100.0,00:00:00,88.0,100.0,00:00:00,82.0,85.0,00:00:00,97.0,100.0,00:00:00,15.0,15.0,00:00:00,21.0,40,00:00:00,100.0,100.0,00:00:00,70.0,70.0,384:50:21,9.0,10.0,00:00:00,27.0,47.0,00:00:00,82.0,85.0,00:00:00,10.0,10.0,00:00:00,96.0,100.0,00:00:00,73.0,75.0,00:00:00,25.0,25.0,00:00:00,81.0,100.0,00:00:00,45.0,50.0,00:00:00,1.0,10.0,00:00:00,95.0,100.0,00:00:00,76.0,87.0,00:00:00,384:50:21
A14779202,SI,SR,85.0,100.0,00:00:00,17.0,100.0,00:00:00,66.0,85.0,00:00:00,100.0,100.0,00:00:00,9.0,15.0,00:00:00,,40,00:00:00,95.0,100.0,00:00:00,66.0,70.0,00:00:00,9.0,10.0,00:00:00,37.0,47.0,00:00:00,67.0,85.0,431:28:41,10.0,10.0,00:00:00,97.0,100.0,00:00:00,69.0,75.0,00:00:00,14.0,25.0,00:00:00,97.0,100.0,00:00:00,49.0,50.0,00:00:00,0.0,10.0,00:00:00,99.0,100.0,00:00:00,70.0,87.0,00:00:00,431:28:41
A14610212,RE,SR,94.0,100.0,00:00:00,77.0,100.0,00:00:00,61.0,85.0,00:00:00,73.0,100.0,00:00:00,15.0,15.0,00:00:00,13.0,40,00:00:00,93.0,100.0,46:46:14,45.0,70.0,285:54:27,4.0,10.0,588:07:50,32.0,47.0,00:00:00,77.0,85.0,00:00:00,,10.0,00:00:00,48.0,100.0,00:00:00,64.0,75.0,00:00:00,25.0,25.0,00:00:00,,100.0,00:00:00,49.0,50.0,00:00:00,10.0,10.0,00:00:00,81.0,100.0,00:00:00,52.0,87.0,00:00:00,1232:24:22
A14647586,TH,SR,77.0,100.0,00:00:00,58.0,100.0,00:00:00,67.0,85.0,00:00:00,94.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,83.0,100.0,47:40:33,65.0,70.0,00:00:00,,10.0,00:00:00,37.0,47.0,00:00:00,63.0,85.0,00:00:00,,10.0,00:00:00,90.0,100.0,00:00:00,55.0,75.0,00:00:00,9.0,25.0,00:00:00,70.0,100.0,00:00:00,29.0,50.0,00:00:00,,10.0,00:00:00,75.0,100.0,00:00:00,63.0,87.0,00:00:00,92:04:41
A14069940,WA,SR,73.0,100.0,69:59:05,77.0,100.0,00:00:00,51.0,85.0,00:00:00,100.0,100.0,00:00:00,7.0,15.0,00:00:00,1.0,40,00:00:00,74.0,100.0,46:44:15,48.0,70.0,00:00:00,7.0,10.0,00:00:00,37.0,47.0,00:00:00,29.0,85.0,00:00:00,10.0,10.0,00:00:11,86.0,100.0,00:00:00,70.0,75.0,00:00:00,12.0,25.0,00:00:00,72.0,100.0,00:00:00,34.0,50.0,00:00:00,0.0,10.0,00:00:00,73.0,100.0,00:00:00,72.0,87.0,00:00:00,116:43:31
A14982411,RE,SR,100.0,100.0,00:00:00,80.0,100.0,00:00:00,65.0,85.0,00:00:00,87.0,100.0,00:00:00,10.0,15.0,00:00:00,16.0,40,00:00:00,89.0,100.0,00:00:00,36.0,70.0,00:00:00,10.0,10.0,00:00:00,29.0,47.0,00:00:00,77.0,85.0,743:00:31,6.0,10.0,00:00:00,86.0,100.0,00:00:00,73.0,75.0,00:00:00,20.0,25.0,00:00:00,70.0,100.0,00:00:00,43.0,50.0,00:00:00,1.0,10.0,00:00:00,97.0,100.0,00:00:00,62.0,87.0,00:00:00,743:01:19
A14847419,RE,JR,97.0,100.0,00:00:00,99.0,100.0,00:00:00,71.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,98.0,100.0,00:00:00,68.0,70.0,00:00:00,5.0,10.0,00:00:00,31.0,47.0,00:00:00,69.0,85.0,00:00:00,6.0,10.0,00:00:00,100.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,91.0,100.0,00:00:00,44.0,50.0,00:00:00,0.0,10.0,00:00:00,96.0,100.0,00:00:00,73.0,87.0,00:00:00,120:01:11
A14883274,TH,JR,88.0,100.0,00:00:00,43.0,100.0,00:00:00,59.0,85.0,00:00:00,77.0,100.0,00:00:00,15.0,15.0,00:00:00,14.0,40,00:00:00,88.0,100.0,00:00:00,70.0,70.0,00:00:00,2.0,10.0,00:00:00,36.0,47.0,00:00:00,72.0,85.0,645:24:50,7.0,10.0,00:00:00,86.0,100.0,00:00:00,57.0,75.0,00:00:00,18.0,25.0,00:00:00,93.0,100.0,00:00:00,38.0,50.0,00:00:00,0.0,10.0,00:00:00,82.0,100.0,00:00:00,66.0,87.0,00:00:00,669:12:21
A14668925,SI,JR,79.0,100.0,00:00:00,65.0,100.0,00:00:00,43.0,85.0,00:00:00,86.0,100.0,00:00:00,12.0,15.0,00:00:00,,40,00:00:00,100.0,100.0,00:00:00,58.0,70.0,00:00:00,,10.0,00:00:00,39.0,47.0,00:00:00,58.0,85.0,00:00:00,,10.0,00:00:00,80.0,100.0,00:00:00,68.0,75.0,00:00:00,21.0,25.0,00:00:00,29.0,100.0,00:00:00,46.0,50.0,00:00:00,0.0,10.0,00:00:00,85.0,100.0,00:00:00,67.0,87.0,00:00:00,00:00:00
A14735005,WA,JR,91.0,100.0,00:00:00,89.0,100.0,00:00:00,80.0,85.0,00:00:00,94.0,100.0,00:00:00,15.0,15.0,00:00:00,20.0,40,00:00:00,100.0,100.0,00:00:00,70.0,70.0,270:22:55,7.0,10.0,00:00:00,32.0,47.0,00:00:00,85.0,85.0,00:00:00,9.0,10.0,00:00:00,84.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,85.0,100.0,182:37:20,50.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,74.0,87.0,00:00:00,453:00:15
A14369624,FI,JR,100.0,100.0,00:00:00,87.0,100.0,00:00:00,84.0,85.0,00:00:00,91.0,100.0,00:00:00,11.0,15.0,00:00:00,27.0,40,00:00:00,90.0,100.0,04:09:52,67.0,70.0,00:00:00,10.0,10.0,00:00:00,46.0,47.0,00:00:00,85.0,85.0,00:00:00,2.0,10.0,00:00:00,89.0,100.0,00:00:00,71.0,75.0,00:00:00,25.0,25.0,00:00:00,96.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,79.0,87.0,00:00:00,04:09:52
A14429482,SI,JR,89.0,100.0,00:00:00,70.0,100.0,00:00:00,74.0,85.0,00:00:00,91.0,100.0,00:00:00,15.0,15.0,00:00:00,29.0,40,00:00:00,85.0,100.0,00:00:00,68.0,70.0,00:00:00,7.0,10.0,00:00:00,43.0,47.0,00:00:00,71.0,85.0,00:00:00,10.0,10.0,00:00:00,74.0,100.0,00:00:00,72.0,75.0,00:00:00,25.0,25.0,00:00:00,87.0,100.0,00:00:00,48.0,50.0,00:00:00,0.0,10.0,00:00:00,79.0,100.0,00:00:00,63.0,87.0,00:00:00,22:31:06
A14073781,WA,SR,72.0,100.0,00:00:00,84.0,100.0,00:00:00,54.0,85.0,00:00:00,70.0,100.0,00:00:00,7.0,15.0,00:00:00,12.0,40,00:00:00,90.0,100.0,47:57:16,50.0,70.0,00:00:00,9.0,10.0,588:07:50,29.0,47.0,00:00:00,66.0,85.0,00:00:00,,10.0,00:00:00,60.0,100.0,355:33:14,66.0,75.0,00:00:00,15.0,25.0,00:00:00,26.0,100.0,00:00:00,48.0,50.0,00:00:00,1.0,10.0,00:00:00,82.0,100.0,00:00:00,67.0,87.0,00:00:00,1333:25:14
A14540219,TH,JR,74.0,100.0,00:00:00,59.0,100.0,00:00:00,,85.0,00:00:00,85.0,100.0,00:00:00,,15.0,00:00:00,12.0,40,00:00:00,66.0,100.0,47:48:27,39.0,70.0,00:00:00,8.0,10.0,00:00:00,19.0,47.0,00:00:00,74.0,85.0,00:00:00,5.0,10.0,00:00:00,79.0,100.0,00:00:00,49.0,75.0,00:00:00,25.0,25.0,00:00:00,49.0,100.0,00:00:00,36.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,67.0,87.0,00:00:00,47:48:27
A14161753,TH,SR,95.0,100.0,00:00:00,97.0,100.0,00:00:00,74.0,85.0,00:00:00,93.0,100.0,00:00:00,15.0,15.0,00:00:00,,40,00:00:00,89.0,100.0,00:00:00,70.0,70.0,00:00:00,2.0,10.0,00:00:00,35.0,47.0,00:00:00,79.0,85.0,00:00:00,2.0,10.0,00:00:00,77.0,100.0,00:00:00,71.0,75.0,00:00:00,18.0,25.0,00:00:00,76.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,81.0,100.0,00:00:00,59.0,87.0,00:00:00,00:00:00
A14957013,RE,SO,94.0,100.0,00:00:00,97.0,100.0,00:00:00,83.0,85.0,00:00:00,88.0,100.0,00:00:00,14.0,15.0,00:00:00,21.0,40,00:00:00,93.0,100.0,41:48:02,55.0,70.0,00:00:00,10.0,10.0,00:00:00,41.0,47.0,00:00:00,65.0,85.0,504:33:08,6.0,10.0,00:00:00,86.0,100.0,00:00:00,69.0,75.0,00:00:00,19.0,25.0,00:00:00,91.0,100.0,00:00:00,47.0,50.0,00:00:00,0.0,10.0,00:00:00,91.0,100.0,00:00:00,67.0,87.0,00:00:00,546:21:10
A14137241,WA,SR,91.0,100.0,00:00:00,49.0,100.0,32:23:21,65.0,85.0,00:00:00,79.0,100.0,00:00:00,15.0,15.0,00:00:00,20.0,40,00:00:00,80.0,100.0,47:04:08,32.0,70.0,00:00:00,9.0,10.0,00:00:00,33.0,47.0,00:00:00,85.0,85.0,00:00:00,6.0,10.0,00:00:00,89.0,100.0,00:00:00,75.0,75.0,00:00:00,16.0,25.0,00:00:00,100.0,100.0,00:00:00,49.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,68.0,87.0,00:00:00,79:28:00
A14282114,SI,SR,96.0,100.0,00:00:00,100.0,100.0,00:00:00,76.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,23.0,40,00:00:00,96.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,45.0,47.0,00:00:00,85.0,85.0,00:00:00,10.0,10.0,00:00:00,100.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,100.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,97.0,100.0,00:00:00,59.0,87.0,00:00:00,00:00:00
A14429482,TH,JR,84.0,100.0,00:00:00,71.0,100.0,00:00:00,82.0,85.0,00:00:00,91.0,100.0,00:00:00,15.0,15.0,00:00:00,30.0,40,00:00:00,90.0,100.0,00:00:00,70.0,70.0,00:00:00,0.0,10.0,00:00:00,41.0,47.0,00:00:00,82.0,85.0,00:00:00,9.0,10.0,00:00:00,67.0,100.0,00:00:00,65.0,75.0,00:00:00,19.0,25.0,00:00:00,88.0,100.0,00:00:00,44.0,50.0,00:00:00,4.0,10.0,00:00:00,69.0,100.0,00:00:00,71.0,87.0,00:00:00,22:31:06
A14254860,FI,SO,97.0,100.0,52:38:30,89.0,100.0,00:00:00,73.0,85.0,00:00:00,88.0,100.0,00:00:00,14.0,15.0,00:00:00,23.0,40,00:00:00,88.0,100.0,00:00:00,60.0,70.0,00:00:00,2.0,10.0,00:00:00,40.0,47.0,00:00:00,82.0,85.0,418:53:50,10.0,10.0,00:00:00,78.0,100.0,00:00:00,67.0,75.0,00:00:00,23.0,25.0,00:00:00,90.0,100.0,00:00:00,38.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,68.0,87.0,00:00:00,471:32:20
A14762608,WA,SR,94.0,100.0,00:00:00,100.0,100.0,413:05:58,83.0,85.0,00:00:00,93.0,100.0,00:00:00,15.0,15.0,00:00:00,20.0,40,00:00:00,92.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,83.0,85.0,384:33:15,,10.0,00:00:00,85.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,100.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,96.0,100.0,00:00:00,74.0,87.0,00:00:00,1351:57:08
A14417790,RE,SR,73.0,100.0,00:00:00,64.0,100.0,00:00:00,61.0,85.0,00:00:00,73.0,100.0,00:00:00,13.0,15.0,00:00:00,4.0,40,00:00:00,77.0,100.0,00:00:00,63.0,70.0,00:00:00,10.0,10.0,00:00:00,41.0,47.0,00:00:00,49.0,85.0,00:00:00,,10.0,00:00:00,81.0,100.0,00:00:00,74.0,75.0,00:00:00,20.0,25.0,00:00:00,65.0,100.0,00:00:00,41.0,50.0,00:00:00,,10.0,00:00:00,89.0,100.0,00:00:00,68.0,87.0,00:00:00,00:00:00
A14874081,RE,JR,94.0,100.0,00:00:00,76.0,100.0,00:00:00,45.0,85.0,00:00:00,93.0,100.0,00:00:00,4.0,15.0,00:00:00,,40,00:00:00,35.0,100.0,35:24:07,67.0,70.0,00:00:00,10.0,10.0,00:00:00,23.0,47.0,00:00:00,62.0,85.0,00:00:00,,10.0,00:00:00,75.0,100.0,00:00:00,70.0,75.0,00:00:00,25.0,25.0,00:00:00,93.0,100.0,00:00:00,43.0,50.0,00:00:00,3.0,10.0,00:00:00,57.0,100.0,00:00:00,57.0,87.0,00:00:00,35:24:07
A14407221,WA,JR,80.0,100.0,55:41:56,81.0,100.0,00:00:00,75.0,85.0,00:00:00,100.0,100.0,00:00:00,8.0,15.0,00:00:00,0.0,40,00:00:00,86.0,100.0,00:00:00,62.0,70.0,00:00:00,9.0,10.0,00:00:00,32.0,47.0,00:00:00,66.0,85.0,557:54:22,5.0,10.0,00:00:00,81.0,100.0,00:00:00,71.0,75.0,00:00:00,21.0,25.0,00:00:00,,100.0,00:00:00,44.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,61.0,87.0,00:00:00,613:36:18
A14577063,FI,JR,95.0,100.0,00:00:00,96.0,100.0,00:00:00,83.0,85.0,00:00:00,78.0,100.0,00:00:00,7.0,15.0,00:00:00,0.0,40,00:00:00,91.0,100.0,42:14:50,60.0,70.0,00:00:00,10.0,10.0,00:00:00,34.0,47.0,00:00:00,50.0,85.0,00:00:00,7.0,10.0,00:00:00,71.0,100.0,00:00:00,74.0,75.0,00:00:00,25.0,25.0,00:00:00,90.0,100.0,00:00:00,48.0,50.0,00:00:00,2.0,10.0,00:00:00,88.0,100.0,00:00:00,64.0,87.0,00:00:00,42:14:50
A14365863,WA,SR,96.0,100.0,00:00:00,72.0,100.0,00:00:00,72.0,85.0,00:00:00,94.0,100.0,00:00:00,14.0,15.0,00:00:00,,40,00:00:00,81.0,100.0,00:00:00,57.0,70.0,00:00:00,4.0,10.0,00:00:00,41.0,47.0,00:00:00,64.0,85.0,00:00:00,0.0,10.0,00:00:00,91.0,100.0,00:00:00,73.0,75.0,00:00:00,25.0,25.0,00:00:00,86.0,100.0,00:00:00,43.0,50.0,00:00:00,,10.0,00:00:00,92.0,100.0,00:00:00,70.0,87.0,00:00:00,21:47:10
